,percentage_needing_charged,percent_full
81,0.5922315789473684,0.40776842105263156
82,0.33385263157894735,0.6661473684210526
83,0.6580315789473684,0.3419684210526316
84,0.21494736842105264,0.7850526315789473
85,0.2612,0.7388
86,0.49592631578947366,0.5040736842105263
87,0.135,0.865
88,0.3974947368421053,0.6025052631578947
89,0.15081052631578948,0.8491894736842105
90,0.39106315789473683,0.6089368421052632
91,0.5894947368421053,0.4105052631578947
92,0.014368421052631579,0.9856315789473684
93,0.10964210526315789,0.8903578947368421
94,0.2453157894736842,0.7546842105263158
95,0.3145578947368421,0.6854421052631579
96,0.3390736842105263,0.6609263157894737
97,0.09381052631578947,0.9061894736842105
98,0.011210526315789473,0.9887894736842106
99,0.0096,0.9904
100,0.0348,0.9652000000000001
101,0.08536842105263158,0.9146315789473685
102,0.28329473684210527,0.7167052631578947
103,0.2624526315789474,0.7375473684210526
104,0.14012631578947368,0.8598736842105263
105,0.05914736842105263,0.9408526315789474
106,0.0025684210526315788,0.9974315789473684
107,0.020747368421052632,0.9792526315789474
108,0.018673684210526315,0.9813263157894737
109,0.0008421052631578948,0.9991578947368421
110,0.025873684210526316,0.9741263157894737
111,0.005778947368421053,0.9942210526315789
112,0.012505263157894736,0.9874947368421053
113,0.005768421052631579,0.9942315789473685
114,0.004421052631578947,0.995578947368421
115,0.03574736842105263,0.9642526315789474
116,0.014778947368421053,0.985221052631579
117,0.01597894736842105,0.9840210526315789
118,0.004273684210526316,0.9957263157894737
119,0.03111578947368421,0.9688842105263158
120,0.22234736842105263,0.7776526315789474
121,0.005926315789473684,0.9940736842105263
122,0.004484210526315789,0.9955157894736842
123,0.010357894736842106,0.9896421052631579
124,0.026157894736842106,0.9738421052631578
125,0.008557894736842105,0.9914421052631579
126,0.10631578947368421,0.8936842105263157
127,0.05905263157894737,0.9409473684210526
128,0.07253684210526316,0.9274631578947369
129,0.06646315789473685,0.9335368421052631
130,0.055863157894736844,0.9441368421052632
131,0.03370526315789474,0.9662947368421053
132,0.008063157894736842,0.9919368421052631
133,0.004252631578947368,0.9957473684210526
134,0.00803157894736842,0.9919684210526316
135,0.06933684210526316,0.9306631578947369
136,0.011505263157894737,0.9884947368421053
137,0.0003578947368421053,0.9996421052631579
138,0.00044210526315789476,0.9995578947368421
139,0.6510947368421053,0.3489052631578947
140,0.4150842105263158,0.5849157894736843
141,0.0084,0.9916
142,0.026421052631578946,0.9735789473684211
143,0.18310526315789474,0.8168947368421052
144,0.3286421052631579,0.6713578947368422
145,0.15765263157894738,0.8423473684210526
146,0.1548842105263158,0.8451157894736843
147,0.10209473684210527,0.8979052631578948
148,0.1249578947368421,0.8750421052631578
149,0.07444210526315789,0.9255578947368421
150,0.08597894736842106,0.914021052631579
